2025-09-05 10:01:08,887 | INFO | t6_refactored starting (DRY_RUN=True)
2025-09-05 10:01:11,502 | INFO | run_consecutive_candle_strategy starting (DRY_RUN=True)
2025-09-05 10:01:11,730 | INFO | Candle 10:00:00 | O=24897.40 C=24885.00 V=21750 Type=RED
2025-09-05 10:05:00,299 | INFO | Candle 10:05:00 | O=24885.00 C=24870.00 V=22200 Type=RED
2025-09-05 10:10:00,188 | INFO | Candle 10:10:00 | O=24868.30 C=24853.20 V=64500 Type=RED
2025-09-05 10:15:00,373 | INFO | Candle 10:15:00 | O=24851.00 C=24773.00 V=448575 Type=RED
2025-09-05 10:19:58,196 | INFO | t6_refactored starting (DRY_RUN=True)
2025-09-05 10:19:59,951 | INFO | run_consecutive_candle_strategy starting (DRY_RUN=True)
2025-09-05 10:20:00,073 | INFO | Using NIFTY future contract: NIFTY25SEPFUT | expiry=2025-09-30 00:00:00 | token=13568258
2025-09-05 10:20:00,134 | INFO | Candle 10:20:00 | O=24766.20 C=24742.10 V=377775 Type=RED
2025-09-05 10:25:00,352 | INFO | Candle 10:25:00 | O=24742.40 C=24766.30 V=252975 Type=GREEN
2025-09-05 10:25:00,482 | INFO | [DRY_RUN] Would place MIS SELL entry: NIFTY2590924750CE qty=75
2025-09-05 10:25:00,493 | INFO | [DRY_RUN] Would place NRML GTT OCO for NIFTY2590924750CE SL=24719.9 TP=24859.1
2025-09-05 10:25:00,493 | INFO | Entered trade SHORT_CE | NIFTY2590924750CE | entry_underlying=24766.30 SL=24719.90 TP=24859.10 lot=75
2025-09-05 10:25:01,128 | INFO | Detected external exit for NIFTY2590924750CE entry=0.00 exit=69.55 realized=-5216.25
2025-09-05 10:25:01,128 | INFO | Trade closed externally (realized=-5216.25). entries_taken=1
2025-09-05 10:30:00,210 | INFO | Candle 10:30:00 | O=24760.30 C=24808.80 V=179025 Type=GREEN
2025-09-05 10:31:36,681 | INFO | t6_refactored starting (DRY_RUN=False)
2025-09-05 10:31:38,473 | INFO | run_consecutive_candle_strategy starting (DRY_RUN=False)
2025-09-05 10:31:38,578 | INFO | Using NIFTY future contract: NIFTY25SEPFUT | expiry=2025-09-30 00:00:00 | token=13568258
2025-09-05 10:31:38,633 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:39,199 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:39,766 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:40,336 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:40,885 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:41,434 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:42,004 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:42,551 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:43,106 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:43,659 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:44,219 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:44,770 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:45,320 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:45,884 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:46,451 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:46,986 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
2025-09-05 10:31:47,569 | INFO | Candle 10:25:00-10:30:00 | O=24760.30 H=24824.40 L=24760.30 C=24808.10 V=182850 | Type=GREEN | FUT=NIFTY25SEPFUT Exp=<function get_nearest_nifty_fut at 0x00000214163ACDC0> | Position=None | PnL\u2192 Realized=0.00, Unrealized=0.00
